CustomerID,Customer_Name,Age,Phone_Number,Gender,DOB
63878,Charlie Hill,39,0746899068,Other,1992-07-17
81597,Alice Brown,60,0739375582,Other,1952-11-13
80142,Alice Hill,39,0773311659,Male,1961-08-12
73698,Grace Davis,58,0767873497,Prefer not to say,1994-07-27
54645,Alice Smith,65,0774298858,Other,1976-11-23
86606,Charlie Brown,27,0798343165,Male,1999-07-09
58018,Bob Jackson,39,0762311880,Male,1986-06-01
53698,Bob Jackson,52,0763649485,Prefer not to say,1991-02-20
67435,Bob Garcia,45,0761858824,Prefer not to say,2006-03-02
57139,Ivy Garcia,42,0713433103,Prefer not to say,1969-09-17
66944,Bob Lopez,38,0733333257,Male,1998-09-20
59052,Grace Lee,49,0738134862,Prefer not to say,1988-07-26
74070,Ivy Johnson,33,0743342505,Female,1953-08-02
71847,Charlie Martinez,37,0785876556,Other,1995-01-11
82614,Emma Hill,37,0783045477,Other,1960-04-15
62610,Ivy Brown,49,0741807339,Other,1996-05-09
53932,Ivy Smith,33,0781001153,Male,1965-04-22
80496,Ivy Garcia,41,0702462058,Other,2010-10-07
76985,Ivy Lopez,28,0762607154,Other,2005-10-18
70513,Frank Lee,65,0746474063,Other,1985-10-19
88428,Charlie Jackson,35,0768348375,Male,1998-10-04
68451,David Johnson,31,0766485310,Male,1986-06-04
65865,Henry Lee,64,0711011731,Female,1992-02-10
53138,Ivy Davis,51,0744874720,Male,1960-09-05
84126,Emma Garcia,46,0781081131,Other,1969-10-24
77958,Grace Jackson,43,0766582691,Female,1994-12-22
86353,Frank Garcia,25,0786729507,Other,1986-04-15
77758,Grace Hill,24,0744436887,Prefer not to say,1951-03-10
56699,Charlie Lopez,50,0725815224,Other,1992-01-03
81487,Bob Garcia,51,0743677161,Prefer not to say,1989-07-03
87342,David Brown,59,0747127938,Other,2002-08-28
85795,Charlie Lopez,34,0797924332,Male,2002-08-01
78978,Henry Brown,60,0784373077,Other,1950-12-09
87304,Charlie Lopez,62,0712296434,Other,1999-10-11
82523,Charlie Brown,38,0746018160,Prefer not to say,1961-12-08
82004,Charlie Brown,54,0786389814,Other,1987-01-26
72130,Emma Davis,33,0708016124,Male,1985-10-13
61192,Bob Jackson,45,0772787855,Prefer not to say,1975-07-16
58599,Jack Hill,60,0712201986,Prefer not to say,2014-03-23
88952,Emma Brown,56,0771161300,Prefer not to say,1977-08-16
84707,Charlie Davis,56,0797400065,Other,1954-02-16
76106,Grace Martinez,52,0777850813,Male,1963-11-11
63032,Emma Lopez,42,0732121905,Other,1979-02-02
79510,Alice Brown,39,0748501434,Other,1996-03-25
66639,Ivy Lee,24,0780983646,Male,1999-10-25
60464,Jack Martinez,26,0770581869,Other,1957-09-05
82756,Grace Smith,65,0730081363,Female,1995-02-13
58294,Frank Lopez,34,0775342057,Prefer not to say,1965-03-21
71132,David Jackson,21,0745837402,Other,1978-05-12
52225,Bob Jackson,63,0758373128,Prefer not to say,1993-06-15
84570,Grace Martinez,58,0723830293,Male,2004-07-08
62376,Grace Johnson,40,0707011805,Male,2014-04-21
80139,Henry Lopez,23,0710548627,Female,1967-03-22
89594,Alice Davis,54,0707634371,Prefer not to say,1968-05-25
70706,Bob Johnson,38,0742005392,Other,1988-09-02
65240,Frank Hill,28,0711737739,Male,1987-07-08
70145,Jack Smith,59,0777429588,Other,2000-04-21
70623,Bob Davis,18,0731957862,Female,2007-11-08
70873,Ivy Lee,28,0787516660,Prefer not to say,1957-03-02
79160,Charlie Brown,43,0707942913,Female,1994-04-19
51491,Bob Davis,41,0747656836,Female,2009-09-20
70709,Frank Hill,62,0730999617,Female,1988-05-17
69599,Charlie Davis,50,0741916622,Male,1955-03-19
62004,Grace Smith,47,0764756019,Other,1997-01-19
84094,Grace Davis,43,0721017186,Female,1955-02-16
69823,Bob Lopez,35,0726605974,Female,2014-09-12
72076,Jack Lee,51,0769586617,Other,1974-04-03
66190,Grace Johnson,60,0791350121,Female,1991-12-03
54178,Emma Smith,19,0786365357,Female,1966-05-07
67904,Jack Smith,52,0757138135,Prefer not to say,1964-01-28
50956,Frank Hill,55,0778738423,Female,1962-02-25
75393,Alice Smith,48,0782206877,Other,1978-09-09
83989,David Davis,44,0759025400,Female,1967-11-11
78951,Charlie Smith,32,0774265348,Male,1974-02-09
52021,Henry Smith,25,0775862372,Prefer not to say,1962-09-19
85846,David Martinez,30,0761968539,Female,1961-11-20
76252,Charlie Jackson,56,0726127206,Prefer not to say,1973-11-26
54016,Bob Davis,19,0792415384,Other,1970-12-20
63162,Ivy Hill,19,0785694464,Male,1959-03-25
68593,Ivy Davis,36,0713790165,Prefer not to say,2004-10-09
54799,Frank Hill,64,0713238247,Prefer not to say,2011-10-09
79134,Jack Brown,61,0710671811,Female,1990-12-27
73386,Charlie Brown,57,0771054880,Other,1984-08-10
88463,Emma Davis,48,0758584148,Male,1976-10-05
55624,Bob Lopez,21,0711554264,Male,1967-07-02
86174,Ivy Lopez,62,0718613088,Other,2006-06-13
52369,Bob Smith,60,0721059550,Prefer not to say,1962-11-02
71393,Grace Lopez,30,0793836866,Female,2004-06-07
74129,Jack Johnson,44,0748829690,Prefer not to say,1958-03-01
81972,Ivy Jackson,38,0739142748,Other,2013-11-27
70786,Henry Hill,21,0715017833,Other,1957-07-03
82350,Grace Martinez,51,0728630349,Male,2003-08-20
82281,Charlie Smith,60,0782985573,Other,2009-08-06
77407,Ivy Jackson,45,0719295093,Prefer not to say,1985-11-03
69277,Bob Martinez,50,0745554759,Other,1983-03-22
85680,Emma Brown,47,0715317137,Other,1989-06-16
54059,Frank Lopez,30,0746497991,Other,1970-11-14
51998,Charlie Johnson,43,0790044439,Male,2006-09-28
83284,Emma Jackson,24,0719485098,Female,2013-03-12
76654,Henry Martinez,21,0743119884,Male,1994-04-04
75009,Jack Martinez,31,0735827298,Other,1950-12-19
89697,David Jackson,23,0774476711,Male,1966-06-14
64567,Emma Davis,60,0703238363,Prefer not to say,1977-03-07
58625,David Lee,62,0750912824,Male,1962-01-12
73924,Jack Hill,33,0763600956,Male,1985-07-21
82840,Alice Johnson,24,0720899525,Prefer not to say,2012-10-09
64225,Charlie Jackson,29,0772921847,Female,1968-03-18
71616,David Lee,64,0718224762,Female,1984-10-21
75192,Henry Lee,25,0742593316,Male,1972-04-19
85130,Jack Martinez,41,0780026218,Female,1994-03-26
51485,Emma Martinez,19,0724190141,Male,1980-07-08
60543,Emma Lee,57,0702928561,Male,1993-06-16
60268,David Lee,54,0758609389,Female,1992-10-17
50537,Frank Hill,37,0741794926,Prefer not to say,2004-04-21
62290,Alice Davis,56,0761155413,Female,1965-02-08
59996,Grace Johnson,65,0726733917,Other,1962-11-20
72073,Frank Garcia,33,0748826932,Female,1960-03-07
88358,Henry Johnson,29,0754373696,Prefer not to say,2013-08-23
79928,Alice Hill,56,0739686906,Prefer not to say,1960-07-11
61773,Bob Brown,60,0774851003,Female,1953-03-02
67817,Bob Martinez,46,0777696603,Prefer not to say,1987-12-12
78606,Henry Smith,32,0768454794,Male,1950-09-13
66011,Frank Brown,25,0754302791,Prefer not to say,1979-03-17
65305,Grace Brown,48,0754584633,Other,1974-04-06
71038,Alice Martinez,60,0739846732,Prefer not to say,1995-03-02
59007,Bob Lopez,50,0753458310,Other,1953-02-04
65301,Ivy Jackson,52,0747097258,Prefer not to say,2014-10-14
53127,Bob Smith,37,0714281508,Prefer not to say,1981-12-10
70699,David Lee,49,0700568277,Female,1951-01-20
58847,Ivy Garcia,52,0785162176,Prefer not to say,2013-08-26
58646,Emma Davis,22,0728302875,Female,1962-09-19
81765,David Garcia,30,0711829875,Other,2014-09-10
67311,Charlie Hill,34,0770949411,Prefer not to say,1967-01-03
76956,Alice Lopez,23,0722803930,Male,1991-05-08
87582,Grace Davis,64,0776204090,Male,2003-01-19
81410,Frank Davis,31,0725520133,Female,1999-06-09
52602,David Lee,64,0780233773,Female,1977-10-01
55632,Charlie Davis,40,0797094584,Female,1950-04-12
82148,Charlie Davis,51,0766061411,Other,1972-01-22
84224,Charlie Hill,42,0787362361,Male,2007-06-05
67182,Emma Smith,62,0718791717,Male,1986-03-10
59985,Ivy Hill,32,0758878801,Male,1991-07-25
88345,Alice Lee,30,0749968730,Female,1996-01-02
56019,David Brown,39,0737382307,Other,1970-04-12
72714,Bob Lee,28,0731248021,Female,2006-04-08
75858,Ivy Jackson,25,0744017899,Prefer not to say,1954-11-19
77805,Ivy Brown,62,0732920890,Female,1998-09-06
63061,Henry Lopez,39,0785301812,Male,1991-01-10
58448,Henry Jackson,49,0722040309,Female,1990-01-12
50982,Frank Lee,65,0712329704,Male,1964-05-24
56333,Grace Smith,27,0744937107,Male,1958-05-18
82311,Emma Davis,62,0706620045,Other,1964-05-06
80599,Emma Jackson,55,0749243665,Other,1960-04-04
71203,Jack Lopez,27,0768005628,Female,1959-12-03
82335,Frank Smith,47,0775682776,Male,1954-05-10
66050,Emma Jackson,64,0749457560,Other,1973-09-13
79439,Charlie Lopez,27,0711406416,Female,2012-10-09
57006,Emma Smith,37,0732339109,Prefer not to say,2000-06-24
71878,Frank Jackson,52,0771945606,Other,1977-01-27
70968,Frank Davis,49,0743032421,Prefer not to say,1953-09-09
59586,Frank Davis,28,0765984265,Male,1985-10-24
76653,Bob Garcia,24,0748362544,Prefer not to say,1951-07-14
57367,Bob Lopez,37,0733697328,Male,2014-05-04
73704,Emma Johnson,44,0702878642,Other,1980-01-14
64946,Frank Jackson,60,0773338213,Female,1955-12-24
85349,Alice Brown,44,0787481301,Prefer not to say,1955-05-17
60822,Bob Lee,38,0710047829,Other,2010-10-01
83343,Alice Jackson,64,0704609659,Female,2013-01-02
71448,Grace Davis,26,0761105021,Prefer not to say,1978-03-19
50999,Emma Martinez,45,0745865013,Other,1962-11-06
67258,Charlie Martinez,58,0777449042,Prefer not to say,2001-08-09
77694,Jack Brown,24,0786560665,Female,1975-06-13
82330,Bob Hill,57,0761280756,Female,1966-04-13
85011,Ivy Martinez,27,0791315030,Prefer not to say,1967-09-22
52472,Ivy Lopez,56,0781799504,Prefer not to say,2006-10-07
56764,Jack Johnson,62,0717835494,Prefer not to say,2010-10-10
77853,Frank Johnson,29,0735861386,Male,2011-09-09
65040,David Garcia,65,0763307025,Other,1983-06-23
74386,Bob Davis,35,0797857276,Male,1993-08-19
57546,Grace Smith,64,0730832185,Female,2012-11-02
74035,Bob Martinez,60,0757833079,Male,1979-06-19
57296,Frank Smith,54,0758441853,Prefer not to say,1985-11-04
50686,Alice Davis,58,0766642943,Female,1975-06-19
54906,Ivy Johnson,65,0742353376,Female,1989-11-08
82038,Emma Lopez,46,0733391604,Female,2006-08-26
62048,Henry Jackson,33,0722023525,Male,1964-04-01
81493,David Lee,43,0798697960,Prefer not to say,1956-08-14
63750,Bob Lopez,64,0723400344,Male,1954-04-16
87562,Frank Hill,48,0779250298,Male,1981-03-26
83432,Jack Smith,39,0714636701,Female,1990-02-04
70404,Henry Davis,63,0788236229,Female,2002-08-02
53590,Bob Smith,34,0751910827,Other,1953-11-06
65410,Frank Jackson,20,0747758115,Other,1978-05-14
88156,Charlie Garcia,29,0717397718,Male,1983-11-21
67774,Ivy Hill,19,0799525952,Male,1967-03-03
50441,Charlie Johnson,28,0793876846,Other,2009-08-15
82558,Frank Jackson,45,0709130225,Female,1998-09-23
79887,Charlie Smith,55,0781999871,Prefer not to say,1952-10-07
78123,David Martinez,42,0753366955,Other,2014-11-22
89223,Ivy Lee,63,0726933031,Prefer not to say,1959-10-09
60635,Alice Lee,56,0755125085,Female,1973-01-16
58622,Frank Johnson,35,0792118751,Prefer not to say,1990-05-15
55438,Jack Hill,24,0710802916,Female,1961-01-18
80674,Henry Jackson,58,0779758645,Female,1953-06-20
69627,Henry Hill,44,0745579855,Female,2005-07-21
84177,Ivy Smith,20,0776479967,Male,1993-11-14
84328,Grace Smith,24,0766772753,Other,2003-11-28
64748,David Johnson,19,0724768236,Female,1973-06-27
87489,Charlie Lee,39,0708389876,Female,1988-09-15
54961,Emma Lopez,21,0785580398,Male,2003-10-28
50365,Henry Brown,46,0792999239,Male,1964-05-24
75408,Emma Martinez,33,0740235467,Prefer not to say,1967-02-17
72309,Frank Hill,61,0776169996,Other,1993-10-14
55613,Jack Lopez,25,0725739239,Other,1972-06-24
86929,Henry Lopez,22,0740182864,Prefer not to say,2007-12-28
64838,Bob Jackson,46,0798777723,Female,2003-12-13
86831,Henry Johnson,25,0704867268,Other,1999-01-14
50443,Henry Martinez,37,0732577482,Male,2000-03-06
87362,Emma Lee,63,0705020324,Other,2014-12-12
75495,Bob Brown,36,0756232170,Other,2002-09-15
62252,Emma Lopez,49,0744668780,Female,1963-09-07
68111,Ivy Lee,20,0712753824,Female,1979-06-14
61742,Emma Hill,51,0744694290,Male,1962-12-25
60724,Henry Johnson,43,0725357481,Male,1953-12-07
86066,Frank Brown,44,0702107156,Male,1981-04-08
72992,Ivy Davis,48,0727936760,Male,1998-08-04
80434,Jack Johnson,54,0779702910,Other,1963-04-06
74025,Alice Jackson,55,0710371258,Male,1969-09-17
65129,Grace Garcia,50,0704021892,Female,2014-09-26
59145,Grace Martinez,50,0786207719,Other,1950-01-18
82535,Jack Lopez,54,0738858766,Female,2010-03-14
82983,David Martinez,47,0765474797,Male,1960-08-01
67586,Ivy Brown,23,0754672308,Female,2007-02-11
61738,Charlie Martinez,53,0753825796,Prefer not to say,1972-12-09
70772,David Hill,58,0738834801,Prefer not to say,1994-07-28
69154,Emma Jackson,38,0706462663,Other,1967-12-14
70738,David Lopez,40,0762545308,Other,1979-01-11
69110,David Lee,26,0710052760,Female,1989-10-03
57232,David Garcia,41,0773566459,Other,2009-01-24
57051,Emma Lopez,25,0701387172,Other,2000-04-25
53055,David Lopez,38,0791053097,Female,1975-01-19
56506,David Davis,65,0797941184,Prefer not to say,1998-01-01
69153,Frank Davis,31,0737730979,Female,1980-07-14
73421,Jack Davis,23,0714722968,Prefer not to say,1978-06-05
66750,Frank Lee,35,0762306145,Female,1973-06-12
86257,Frank Lopez,45,0755318521,Male,1979-04-21
58462,Jack Johnson,35,0790345712,Male,1993-07-06
70012,Frank Smith,56,0757800342,Female,1998-09-27
88539,Frank Jackson,56,0747075537,Male,1975-04-13
72507,Ivy Johnson,58,0762474371,Male,1956-06-04
79106,Jack Jackson,43,0756169404,Male,1955-11-08
50611,Jack Jackson,31,0772474209,Male,1996-07-24
70618,Emma Johnson,55,0706828114,Male,2001-06-13
51429,Grace Smith,60,0748042782,Other,2003-02-09
83187,Frank Johnson,62,0782450608,Male,1970-07-14
86975,Henry Johnson,58,0722788460,Female,1990-01-21
83039,Frank Hill,42,0787250355,Other,1974-10-16
87744,Frank Davis,32,0717452380,Other,2010-03-10
72816,Jack Lopez,63,0795829450,Male,2014-07-06
85599,Grace Jackson,46,0729078151,Prefer not to say,1997-05-06
73840,Jack Jackson,38,0712370680,Female,2004-11-08
72641,Emma Garcia,19,0755649780,Prefer not to say,1969-01-24
57920,Henry Lee,47,0766559217,Other,2007-12-12
76062,Bob Lopez,41,0777973442,Male,1993-02-02
62276,Grace Lee,50,0741480292,Other,1997-07-15
66921,Henry Davis,56,0765525730,Prefer not to say,1956-07-03
73167,Frank Brown,50,0709905021,Prefer not to say,1976-09-16
56271,Jack Brown,36,0799849530,Female,1972-08-27
86309,Emma Brown,53,0756221992,Prefer not to say,1968-12-06
71012,Jack Davis,56,0727336443,Other,1996-06-06
60865,David Martinez,21,0752837073,Female,2010-03-17
86976,Alice Martinez,40,0707391467,Female,1969-08-11
62213,Alice Lee,25,0728946904,Other,1974-01-23
53677,David Johnson,32,0767588744,Male,2012-08-15
80249,Frank Smith,36,0797837881,Male,2013-06-01
58535,Bob Garcia,29,0771756207,Male,1996-01-25
64049,Henry Hill,62,0772764354,Male,1960-03-21
68733,Emma Lee,51,0711024829,Male,1995-05-13
65699,Jack Johnson,46,0743949813,Prefer not to say,1957-05-08
72466,Frank Garcia,52,0787931344,Female,2012-09-16
70882,David Brown,59,0701163011,Prefer not to say,2007-03-21
69114,David Hill,32,0797900774,Other,1990-01-16
73849,Frank Lee,57,0784247640,Male,1981-09-03
76881,Alice Martinez,18,0769928155,Other,1988-07-16
79479,Jack Davis,60,0743014936,Male,1994-03-18
85841,David Smith,62,0783665917,Other,2008-11-12
82429,Frank Lee,44,0752452338,Male,2009-05-27
67756,Frank Garcia,50,0755031310,Female,1952-12-23
79983,Charlie Johnson,41,0701578816,Female,1968-06-03
57289,Bob Garcia,55,0705844127,Prefer not to say,1977-10-12
82066,Ivy Garcia,40,0785119568,Other,2014-07-16
66278,Charlie Brown,26,0709015563,Other,1982-01-02
63647,Charlie Lee,37,0712456434,Male,1997-07-13
68799,Frank Davis,34,0764727662,Other,1964-10-18
69699,Grace Garcia,30,0754917988,Other,1967-02-15
85758,Ivy Davis,51,0780796144,Female,1994-12-25
76615,Frank Johnson,26,0781752617,Female,1977-08-25
72908,Bob Davis,33,0737271680,Male,1997-12-08
73482,David Smith,46,0766742064,Female,2010-06-07
69015,Jack Jackson,22,0754018761,Female,1978-09-21
73379,Alice Lopez,57,0714353053,Prefer not to say,1986-03-28
66642,Charlie Lopez,56,0715499428,Other,2005-05-20
84629,Alice Hill,35,0721979418,Prefer not to say,1962-04-12
50594,Grace Jackson,34,0729528630,Other,1959-06-21
52958,Henry Johnson,29,0799620329,Other,1989-03-25
56628,Jack Martinez,33,0752137732,Female,1990-04-25
78127,Henry Lee,37,0775953017,Male,1962-08-24
79231,Frank Lopez,26,0769558291,Other,1984-02-10
82713,David Martinez,64,0733054083,Prefer not to say,1985-10-23
72334,Frank Garcia,45,0736330727,Male,1982-08-03
85340,Charlie Lopez,32,0779054611,Prefer not to say,1952-10-11
52224,Charlie Jackson,52,0753561071,Male,1952-12-22
77656,Bob Smith,48,0739190601,Male,1968-09-16
76525,Emma Smith,25,0777535872,Prefer not to say,2011-08-27
62207,Alice Brown,55,0709218454,Male,1995-11-03
59516,Charlie Brown,35,0705751652,Other,1956-05-23
55040,Emma Lopez,51,0724862926,Other,2005-03-24
88845,Alice Smith,60,0702635668,Other,1962-02-05
80157,Charlie Brown,27,0707244641,Other,2011-02-01
50136,Ivy Garcia,21,0780417832,Male,1999-03-19
65681,Henry Brown,47,0714619732,Other,1973-11-02
84842,Charlie Johnson,44,0703999677,Female,1976-05-06
82771,Ivy Garcia,20,0779261253,Female,1950-03-09
51338,Charlie Johnson,18,0733246754,Prefer not to say,1959-10-02
53915,Alice Martinez,30,0759252565,Prefer not to say,1971-05-24
59531,Ivy Garcia,62,0733247970,Other,1967-10-13
65841,David Lee,26,0770754805,Prefer not to say,2009-02-21
83073,Ivy Davis,55,0772653220,Male,1956-07-06
87199,Ivy Brown,31,0726092563,Female,1970-07-02
53115,Ivy Johnson,56,0777008667,Prefer not to say,1972-05-02
79990,Emma Hill,63,0719923366,Prefer not to say,1999-11-08
63926,Frank Hill,33,0736237225,Other,1962-04-12
76902,Frank Brown,54,0733062866,Female,1984-01-12
87282,Ivy Hill,23,0772592267,Prefer not to say,1973-10-23
59460,Charlie Brown,36,0730846125,Prefer not to say,1999-08-05
68449,Emma Brown,50,0727917108,Prefer not to say,1993-09-05
79139,Frank Garcia,53,0746494820,Female,1994-08-15
62856,Jack Smith,49,0746864285,Female,2007-12-07
62124,Henry Davis,55,0780608294,Male,2002-09-17
72265,Emma Jackson,21,0711462375,Prefer not to say,1997-04-05
50339,Charlie Brown,33,0706211685,Other,2001-05-06
74867,Frank Martinez,40,0782064391,Other,1965-03-23
78368,Alice Smith,30,0700271815,Other,2007-10-24
61156,Alice Smith,24,0746651939,Female,1964-08-21
78917,David Davis,37,0788510648,Prefer not to say,1954-05-13
79292,Ivy Davis,32,0751768543,Prefer not to say,1999-01-25
83475,David Lee,28,0735277531,Other,1953-04-19
80928,Henry Hill,64,0713867178,Male,2003-03-15
62783,Henry Davis,45,0736020894,Prefer not to say,1997-02-16
78241,Grace Garcia,49,0790809752,Male,1980-11-06
86034,Grace Davis,41,0798135760,Female,1999-05-17
69292,Jack Lopez,63,0767475034,Male,1958-10-24
80704,Alice Jackson,24,0778633644,Male,1968-10-12
59369,David Garcia,41,0798857974,Prefer not to say,2013-12-15
77151,David Lee,28,0782352631,Other,1981-09-14
79694,Emma Lee,51,0732504535,Other,1998-11-12
64574,Grace Davis,64,0742527915,Other,1985-11-07
56202,Frank Lopez,18,0749844601,Prefer not to say,1989-11-26
89340,Charlie Brown,39,0705140197,Prefer not to say,1986-01-03
79365,David Lee,28,0796109716,Male,1954-04-13
54323,Grace Brown,27,0733653200,Other,1988-01-18
78146,Ivy Martinez,48,0704326964,Female,1962-04-12
81853,David Smith,30,0706092194,Female,1962-04-22
62351,Henry Lee,20,0757670899,Male,1991-03-16
65849,Frank Garcia,31,0767404829,Male,2013-04-25
88414,Alice Johnson,57,0768722520,Male,1961-07-15
52629,Emma Garcia,51,0753625680,Prefer not to say,1988-05-23
74553,Henry Garcia,32,0761939392,Prefer not to say,1997-04-20
79747,Ivy Garcia,33,0725551280,Prefer not to say,1953-06-26
89473,Emma Davis,28,0739311622,Female,1995-06-01
64977,Jack Smith,43,0724070164,Male,1974-10-13
50832,Alice Smith,23,0761902543,Other,2012-12-20
75595,Emma Brown,28,0712544862,Male,2000-04-21
74633,Grace Brown,27,0706333411,Female,2011-07-09
52204,Charlie Lee,19,0702738599,Male,1973-01-17
77974,Henry Davis,46,0785516624,Male,2002-03-04
74786,Alice Hill,31,0746988757,Female,1955-03-21
74898,Bob Davis,31,0770918406,Prefer not to say,2009-10-15
57742,Jack Jackson,23,0730477455,Other,2000-10-12
50234,Emma Brown,34,0790372661,Prefer not to say,1955-02-07
57263,Charlie Davis,45,0763792119,Female,2008-12-15
84102,David Smith,56,0760209058,Other,1962-09-23
62709,Alice Davis,64,0743336932,Male,1987-08-12
58150,Bob Garcia,46,0717032812,Male,1976-07-27
69029,Ivy Lee,39,0725104645,Male,1996-10-27
76249,Charlie Lopez,52,0747596615,Prefer not to say,1956-07-06
64451,Bob Brown,29,0774734635,Other,1961-02-16
64140,Frank Lopez,47,0774293618,Female,1983-01-25
64782,Bob Jackson,45,0729818775,Other,1966-10-14
58314,David Smith,56,0737600098,Other,1974-03-18
81126,Emma Lee,32,0730320220,Other,1986-02-13
75716,Henry Hill,46,0713455106,Female,1978-11-07
52698,Henry Martinez,46,0722677196,Prefer not to say,1979-02-26
51582,Charlie Jackson,32,0730372847,Male,2009-02-07
89418,Alice Garcia,63,0713623397,Female,2004-05-05
70196,Charlie Martinez,34,0709870722,Prefer not to say,1974-12-21
77410,David Brown,30,0769592695,Female,1983-01-03
81790,Alice Smith,56,0705175769,Prefer not to say,1951-01-06
76603,Alice Jackson,62,0732665532,Female,2007-09-19
72216,Henry Lee,35,0713709793,Prefer not to say,1960-12-04
85761,Ivy Davis,18,0779725863,Prefer not to say,1961-04-06
54286,Henry Jackson,62,0737137733,Other,1978-03-11
57796,David Hill,46,0783412186,Prefer not to say,1988-12-03
83855,Grace Garcia,57,0748534255,Female,1975-07-20
82022,Charlie Davis,58,0790028945,Female,2004-02-14
78768,Ivy Garcia,24,0781162298,Prefer not to say,1997-10-04
52699,Grace Brown,31,0749490710,Other,1984-07-12
55492,Alice Johnson,26,0780424593,Female,1982-04-20
63448,Henry Lee,51,0754401392,Female,1970-10-05
85662,David Brown,52,0724175420,Female,1988-07-09
51486,Bob Brown,54,0712091180,Female,1961-10-02
62360,Emma Lopez,42,0758003328,Other,1983-04-03
59632,Alice Brown,22,0756018965,Prefer not to say,1983-05-28
56227,Ivy Garcia,54,0714633202,Other,1977-03-17
75943,Grace Smith,18,0798716214,Male,1966-02-27
78198,Frank Davis,24,0729278324,Prefer not to say,1987-02-08
66863,Henry Davis,32,0786920025,Prefer not to say,1970-07-26
65774,Henry Smith,30,0720649791,Female,1975-02-16
68815,Ivy Smith,50,0744536301,Other,1955-03-01
82430,Jack Garcia,23,0738219835,Prefer not to say,1966-10-03
52250,David Lopez,37,0758190880,Female,1993-11-23
79028,David Lee,64,0767790037,Prefer not to say,2000-07-10
52590,Frank Johnson,61,0787115304,Female,2002-01-09
81391,Grace Brown,38,0732973555,Female,1952-07-14
67767,Ivy Jackson,63,0736394434,Male,2014-03-11
50370,Alice Garcia,57,0769691894,Male,1987-05-28
77538,David Davis,65,0731482992,Male,2011-05-19
58088,Ivy Brown,37,0799121411,Female,1950-09-16
61843,David Hill,54,0701442052,Other,1973-05-19
69266,Charlie Brown,45,0741660176,Male,1987-02-24
80983,Jack Smith,62,0734968857,Other,1984-02-06
84951,Charlie Johnson,65,0705403934,Other,1963-01-12
86254,Henry Martinez,55,0729920763,Male,1968-01-28
76433,Frank Johnson,23,0706791193,Male,1967-03-13
55920,Henry Smith,46,0706192026,Male,2006-02-28
53139,Grace Hill,20,0749567543,Female,1958-03-22
56433,Emma Brown,48,0793065410,Male,2000-11-01
52449,Frank Smith,60,0714529437,Male,1951-11-02
51768,Alice Johnson,42,0725322864,Female,1950-07-14
74246,Ivy Brown,31,0711207460,Female,1997-04-04
51140,David Lopez,30,0773719524,Male,2003-01-05
61889,Emma Lee,64,0743787400,Male,1973-12-03
87947,Frank Lee,31,0766135843,Other,2012-09-27
80771,Henry Johnson,58,0794518241,Other,1960-02-26
88360,Bob Lee,32,0741821284,Prefer not to say,1986-02-24
89353,Frank Smith,46,0738234520,Other,1988-08-25
83832,Alice Martinez,60,0768828919,Other,1980-03-15
63896,Grace Davis,57,0702595931,Male,1970-08-01
53381,Henry Hill,61,0797680211,Other,1971-04-16
70465,Jack Jackson,27,0765838172,Male,1951-07-09
73441,Alice Smith,58,0721322312,Male,1995-11-09
85186,Grace Lee,56,0742651789,Male,1957-09-25
82609,Henry Johnson,44,0722172212,Male,2003-05-20
62291,Ivy Brown,43,0720959752,Male,2014-03-15
70368,Grace Smith,62,0744049525,Other,1970-05-06
55324,Charlie Davis,28,0729718288,Female,2011-05-18
64792,Henry Lee,27,0767741668,Prefer not to say,1994-02-11
58139,Charlie Johnson,45,0751408373,Prefer not to say,1963-04-04
51409,Henry Lee,31,0702029078,Prefer not to say,1950-08-14
59744,Jack Jackson,34,0708725410,Male,1998-08-04
57414,Frank Brown,64,0765353176,Female,1970-06-09
68740,Alice Hill,40,0756153002,Male,1991-10-26
53336,Grace Davis,26,0745754644,Male,2010-05-13
55970,Grace Hill,55,0758290726,Male,1955-01-20
51954,Henry Lee,50,0739976598,Female,2000-02-13
56221,Charlie Lee,27,0705717021,Female,1999-01-22
50783,Jack Lopez,57,0714958710,Male,1983-04-26
58473,Henry Lopez,38,0745862503,Male,2001-03-02
80803,Alice Lopez,34,0724710754,Prefer not to say,1986-05-28
63788,Charlie Garcia,42,0764036697,Female,1951-03-08
73325,Charlie Smith,18,0735901716,Male,1966-06-21
83099,Bob Hill,62,0757293974,Female,1990-11-04
77747,Frank Davis,46,0742517595,Other,2009-04-26
77393,Grace Lopez,50,0799313782,Prefer not to say,1993-07-20
60321,Emma Smith,44,0713313828,Male,2002-07-23
87714,Charlie Lee,53,0746728557,Male,1987-02-06
58567,Frank Lopez,40,0777584438,Female,1981-08-25
89242,Frank Martinez,56,0730298702,Female,1970-03-27
55287,Grace Martinez,57,0705254911,Male,1971-08-28
79114,Bob Jackson,24,0786985167,Other,1992-06-19
70137,Ivy Garcia,40,0712492889,Male,1980-12-05
82867,Henry Hill,59,0766387255,Prefer not to say,1952-03-22
89062,Jack Smith,53,0706380544,Female,1984-05-22
77956,Frank Brown,59,0733656096,Other,1973-06-03
76510,Ivy Garcia,56,0738528660,Male,1982-03-03
51558,Henry Lee,21,0727837255,Female,1966-05-27
77325,Grace Martinez,54,0721569415,Female,2003-06-23
85950,Bob Brown,63,0719198665,Female,1998-02-05
